isolate	base|NGA50	base|NG50	base|Genome fraction (%)	base|# misassemblies	base|# local misassemblies	base|# mismatches per 100 kbp	base|# indels per 100 kbp	base|Largest alignment	base|# contigs	base|Duplication ratio	model|NGA50	model|NG50	model|Genome fraction (%)	model|# misassemblies	model|# local misassemblies	model|# mismatches per 100 kbp	model|# indels per 100 kbp	model|Largest alignment	model|# contigs	model|Duplication ratio	careful|NGA50	careful|NG50	careful|Genome fraction (%)	careful|# misassemblies	careful|# local misassemblies	careful|# mismatches per 100 kbp	careful|# indels per 100 kbp	careful|Largest alignment	careful|# contigs	careful|Duplication ratio	aggressive|NGA50	aggressive|NG50	aggressive|Genome fraction (%)	aggressive|# misassemblies	aggressive|# local misassemblies	aggressive|# mismatches per 100 kbp	aggressive|# indels per 100 kbp	aggressive|Largest alignment	aggressive|# contigs	aggressive|Duplication ratio	spades|NGA50	spades|NG50	spades|Genome fraction (%)	spades|# misassemblies	spades|# local misassemblies	spades|# mismatches per 100 kbp	spades|# indels per 100 kbp	spades|Largest alignment	spades|# contigs	spades|Duplication ratio
GCF022221565v1	427468.0	427468.0	99.175	0.0	0.0	0.04	0.18	1028979.0	32.0	1.001	427468.0	427468.0	99.197	0.0	0.0	0.0	0.18	1028979.0	21.0	1.001	427468.0	427468.0	99.176	1.0	0.0	0.04	0.18	1028979.0	21.0	1.001	427468.0	427468.0	99.207	1.0	0.0	0.43	0.18	1028979.0	23.0	1.002	426282.0	426282.0	98.775	0.0	0.0	2.27	0.22	978076.0	27.0	1.0
GCF022404615v1	421663.0	421663.0	99.072	0.0	1.0	0.1	0.1	893548.0	34.0	1.002	476580.0	476580.0	99.079	0.0	1.0	0.1	0.1	1190315.0	30.0	1.002	327334.0	327334.0	99.078	0.0	0.0	0.0	0.1	863179.0	32.0	1.002	429955.0	429955.0	99.171	0.0	1.0	0.17	0.1	1190315.0	30.0	1.003	304479.0	304479.0	98.909	1.0	0.0	0.45	0.14	1046391.0	29.0	1.0
GCF022404755v1	493999.0	493999.0	98.966	0.0	0.0	0.18	0.29	564178.0	23.0	1.0	757225.0	757344.0	98.915	0.0	2.0	0.4	0.33	955422.0	20.0	1.001	548032.0	548032.0	98.941	0.0	1.0	0.29	0.29	955048.0	23.0	1.0	758623.0	758742.0	99.506	0.0	2.0	1.08	0.57	956852.0	23.0	1.003	461199.0	461199.0	98.733	0.0	0.0	0.33	0.04	758149.0	18.0	1.0
GCF022404775v1	501836.0	501836.0	99.003	0.0	0.0	1.22	0.9	565217.0	34.0	1.003	684708.0	684708.0	99.052	0.0	1.0	1.26	0.9	962473.0	32.0	1.003	551126.0	551126.0	99.059	0.0	1.0	1.15	0.9	962099.0	35.0	1.003	684393.0	684393.0	99.635	1.0	1.0	1.42	0.64	963903.0	31.0	1.008	301038.0	301064.0	98.642	0.0	0.0	0.36	0.14	757942.0	30.0	1.001
GCF022405055v1	979539.0	979539.0	99.176	0.0	0.0	0.0	0.07	985419.0	25.0	1.002	979539.0	979539.0	99.176	0.0	0.0	0.0	0.07	985419.0	25.0	1.002	977469.0	977469.0	99.176	0.0	0.0	0.0	0.07	985419.0	27.0	1.002	980286.0	980286.0	99.453	0.0	0.0	0.29	0.11	986020.0	24.0	1.003	978914.0	978914.0	99.056	0.0	0.0	0.0	0.04	985358.0	16.0	1.0
GCF022405075v1	114448.0	114448.0	97.683	0.0	0.0	0.53	0.0	301777.0	65.0	1.001	114448.0	114448.0	97.601	1.0	0.0	0.53	0.0	301777.0	64.0	1.002	114448.0	114448.0	97.601	1.0	0.0	0.53	0.0	301777.0	65.0	1.002	115130.0	115130.0	98.243	0.0	0.0	1.38	0.18	302021.0	67.0	1.005	113865.0	113865.0	97.131	0.0	0.0	0.0	0.04	301220.0	57.0	1.001
GCF022405145v1	393334.0	393334.0	98.483	0.0	0.0	0.24	0.17	836438.0	43.0	1.002	393334.0	393334.0	98.428	0.0	0.0	0.24	0.17	836438.0	42.0	1.003	393567.0	393567.0	98.421	0.0	0.0	0.24	0.14	706552.0	44.0	1.003	338820.0	338820.0	98.648	0.0	1.0	0.24	0.17	836438.0	39.0	1.004	391582.0	391582.0	98.34	0.0	0.0	0.21	0.14	612042.0	24.0	1.0
GCF022405185v1	661689.0	661689.0	99.221	0.0	1.0	0.04	0.15	1353886.0	16.0	1.0	1019483.0	1019483.0	99.22	0.0	1.0	0.04	0.15	1353886.0	14.0	1.0	551880.0	551880.0	99.223	0.0	0.0	0.44	0.4	1230697.0	18.0	1.0	469033.0	469039.0	99.722	0.0	1.0	0.29	0.15	1353886.0	14.0	1.002	650449.0	650449.0	99.019	0.0	0.0	0.04	0.11	1177000.0	14.0	1.0
GCF022405275v1	245065.0	245065.0	99.115	0.0	0.0	0.07	0.04	710307.0	29.0	1.003	633736.0	633736.0	99.115	0.0	0.0	0.11	0.04	1356260.0	21.0	1.002	633736.0	633736.0	99.115	0.0	0.0	0.11	0.04	1356260.0	21.0	1.002	633736.0	633736.0	99.236	0.0	0.0	0.04	0.04	1357476.0	23.0	1.004	243817.0	243817.0	98.698	0.0	0.0	0.04	0.07	707702.0	24.0	1.0
GCF022405295v1	1059656.0	1059656.0	98.876	0.0	0.0	0.18	0.18	1322552.0	12.0	1.0	1059656.0	1059656.0	98.876	0.0	0.0	0.18	0.18	1322552.0	12.0	1.0	1059656.0	1059656.0	98.876	0.0	0.0	0.18	0.18	1322552.0	12.0	1.0	709030.0	709030.0	98.922	0.0	0.0	0.51	0.18	1322552.0	15.0	1.0	708698.0	708698.0	98.804	0.0	0.0	0.47	0.66	1321253.0	13.0	1.0
GCF022405335v1	127695.0	148607.0	98.737	1.0	0.0	0.47	0.04	578331.0	39.0	1.008	154247.0	180691.0	98.752	1.0	0.0	0.47	0.04	578331.0	35.0	1.007	127695.0	127695.0	98.745	1.0	0.0	1.02	0.04	475624.0	38.0	1.006	154247.0	180691.0	98.78	1.0	0.0	0.47	0.04	578331.0	34.0	1.01	170218.0	170218.0	98.053	0.0	1.0	0.15	0.07	449944.0	36.0	1.0
GCF022405415v1	304461.0	304461.0	99.135	0.0	0.0	2.84	0.37	472329.0	27.0	1.001	304461.0	304461.0	99.135	0.0	0.0	2.84	0.37	507611.0	26.0	1.001	304461.0	304461.0	99.135	0.0	0.0	2.8	0.37	472329.0	27.0	1.001	474887.0	474887.0	99.406	0.0	1.0	3.08	0.37	508309.0	21.0	1.005	270108.0	270108.0	98.671	0.0	1.0	2.93	0.33	472114.0	24.0	1.0
GCF022405435v1	333276.0	333276.0	99.332	0.0	2.0	0.47	0.11	794675.0	28.0	1.003	658360.0	658360.0	99.332	0.0	2.0	4.19	1.24	794675.0	25.0	1.003	433749.0	433749.0	99.337	0.0	2.0	4.19	1.24	1300599.0	25.0	1.003	658360.0	658360.0	99.498	0.0	2.0	4.35	1.27	794675.0	23.0	1.005	311089.0	311089.0	98.941	0.0	0.0	0.37	0.15	651490.0	23.0	1.0
GCF022405455v1	661852.0	661852.0	99.001	0.0	0.0	0.14	0.07	884443.0	30.0	1.003	768864.0	768864.0	99.077	0.0	0.0	0.14	0.07	894855.0	25.0	1.002	768864.0	768864.0	99.058	0.0	0.0	0.14	0.07	894855.0	24.0	1.002	664354.0	664354.0	99.243	0.0	0.0	0.25	0.07	896015.0	22.0	1.004	661584.0	661584.0	98.79	0.0	0.0	0.0	0.07	884434.0	21.0	1.0
GCF022405495v1	115784.0	115784.0	98.639	1.0	0.0	1.79	0.03	369540.0	66.0	1.005	115784.0	115784.0	98.639	1.0	0.0	1.79	0.03	369540.0	65.0	1.005	115784.0	115784.0	98.667	1.0	0.0	0.86	0.03	369540.0	69.0	1.005	116298.0	116298.0	98.783	1.0	0.0	2.16	0.07	369540.0	61.0	1.006	114562.0	114562.0	97.731	0.0	0.0	0.1	0.0	368824.0	62.0	1.001
GCF022405535v1	443756.0	443756.0	99.285	0.0	0.0	0.11	0.11	543552.0	26.0	1.001	543552.0	543552.0	99.225	0.0	0.0	0.11	0.11	1303152.0	21.0	1.001	543552.0	543552.0	99.273	0.0	0.0	0.07	0.11	1355255.0	19.0	1.001	712662.0	712662.0	99.543	0.0	1.0	0.22	0.07	1304912.0	17.0	1.001	350000.0	350000.0	98.847	0.0	0.0	0.11	0.04	502845.0	23.0	1.0
GCF022405575v1	336002.0	336008.0	99.162	0.0	0.0	1.2	0.21	754625.0	22.0	1.001	562557.0	562557.0	99.167	0.0	0.0	0.67	0.25	754625.0	20.0	1.001	528498.0	528498.0	99.159	0.0	0.0	0.07	0.18	754187.0	22.0	1.001	562557.0	562557.0	99.379	0.0	0.0	1.44	0.6	754625.0	21.0	1.001	753346.0	753346.0	99.042	0.0	0.0	0.0	0.07	756255.0	14.0	1.0
GCF022405595v1	651228.0	651228.0	99.126	0.0	0.0	0.07	0.0	911260.0	28.0	1.002	706145.0	706145.0	99.127	0.0	0.0	0.07	0.0	911260.0	26.0	1.002	706145.0	706145.0	99.127	0.0	0.0	0.07	0.0	911260.0	28.0	1.003	652249.0	652249.0	99.533	0.0	0.0	0.07	0.0	851322.0	32.0	1.004	348953.0	348953.0	98.871	0.0	0.0	0.21	0.04	561718.0	28.0	1.0
GCF022405615v1	115156.0	115156.0	98.523	0.0	0.0	0.07	0.0	372044.0	46.0	1.0	115156.0	115156.0	98.503	1.0	0.0	0.07	0.0	372044.0	45.0	1.0	115156.0	115156.0	98.516	1.0	0.0	0.07	0.0	372044.0	47.0	1.0	116350.0	116350.0	99.038	1.0	0.0	0.11	0.0	372044.0	45.0	1.001	114778.0	114778.0	98.081	0.0	0.0	0.54	0.07	371328.0	41.0	1.0
GCF022405655v1	704954.0	704954.0	99.263	0.0	0.0	0.0	0.0	1019703.0	18.0	1.004	1019703.0	1019703.0	99.263	0.0	0.0	0.0	0.0	1232163.0	15.0	1.002	1019703.0	1019703.0	99.263	0.0	0.0	0.0	0.0	1232163.0	15.0	1.002	1019703.0	1019703.0	99.431	0.0	0.0	0.0	0.0	1232163.0	16.0	1.003	702184.0	702184.0	98.998	0.0	0.0	0.0	0.0	1019593.0	18.0	1.0
GCF022405675v1	295078.0	295078.0	99.056	0.0	0.0	1.37	0.65	713906.0	29.0	1.003	323614.0	323614.0	99.056	0.0	0.0	1.37	0.65	713906.0	24.0	1.001	323297.0	323297.0	99.052	0.0	0.0	1.37	0.69	765036.0	24.0	1.001	302191.0	302191.0	99.13	0.0	0.0	2.74	0.69	713906.0	26.0	1.001	294670.0	294670.0	98.792	0.0	0.0	1.56	0.73	405728.0	25.0	1.0
GCF022405735v1	673289.0	673289.0	99.096	0.0	0.0	0.0	0.04	797501.0	20.0	1.0	673289.0	673289.0	99.096	0.0	0.0	0.0	0.04	797501.0	20.0	1.0	430020.0	430020.0	99.093	0.0	0.0	0.0	0.04	797501.0	23.0	1.0	675147.0	675147.0	99.477	0.0	0.0	0.26	0.04	1023503.0	18.0	1.004	654853.0	654853.0	98.895	0.0	0.0	0.07	0.04	796765.0	27.0	1.0
GCF022405815v1	170892.0	170892.0	98.863	0.0	1.0	0.72	0.07	476187.0	47.0	1.003	170892.0	170892.0	98.896	0.0	2.0	0.79	0.07	476187.0	39.0	1.003	170892.0	170892.0	98.867	0.0	2.0	0.9	0.07	706531.0	41.0	1.004	170892.0	170892.0	99.066	0.0	3.0	1.86	0.04	477106.0	40.0	1.009	170885.0	170885.0	98.266	0.0	0.0	0.04	0.04	475931.0	40.0	1.001
GCF022405875v1	155555.0	155555.0	98.427	0.0	0.0	0.11	0.0	386591.0	44.0	1.002	210462.0	210462.0	98.413	1.0	0.0	0.11	0.04	505225.0	39.0	1.002	210462.0	210462.0	98.427	0.0	0.0	0.07	0.0	505225.0	44.0	1.002	212349.0	212349.0	98.943	0.0	0.0	0.36	0.0	433767.0	41.0	1.006	155526.0	155526.0	98.111	0.0	0.0	0.22	0.07	386412.0	37.0	1.0
GCF022405895v1	272584.0	272584.0	99.115	0.0	0.0	0.11	0.07	525483.0	32.0	1.003	272584.0	272584.0	99.115	0.0	0.0	0.11	0.07	525483.0	27.0	1.002	272584.0	272584.0	99.115	0.0	0.0	0.11	0.07	525483.0	27.0	1.002	316508.0	316508.0	99.221	0.0	0.0	0.14	0.07	526832.0	24.0	1.003	235381.0	235381.0	98.766	0.0	1.0	0.18	0.07	525447.0	27.0	1.0
GCF022405915v1	466510.0	466510.0	99.135	0.0	0.0	0.04	0.04	696144.0	23.0	1.001	696144.0	696144.0	99.135	0.0	0.0	0.04	0.04	1362637.0	17.0	1.001	696144.0	696144.0	99.135	0.0	0.0	0.04	0.04	1362637.0	18.0	1.001	466980.0	466980.0	99.214	0.0	0.0	0.07	0.0	696417.0	17.0	1.004	543448.0	543448.0	98.849	0.0	0.0	0.11	0.0	1022621.0	18.0	1.0
GCF022406035v1	124277.0	124277.0	98.978	0.0	0.0	0.35	0.1	392027.0	60.0	1.003	159432.0	159432.0	98.956	0.0	0.0	0.35	0.1	816433.0	48.0	1.003	159432.0	159432.0	98.955	0.0	1.0	0.55	0.1	815872.0	51.0	1.003	160433.0	160433.0	98.967	1.0	0.0	2.07	0.14	718581.0	49.0	1.009	148958.0	148958.0	98.189	2.0	0.0	0.0	0.0	392027.0	46.0	1.001
GCF022406315v1	268456.0	268456.0	99.136	0.0	0.0	0.18	0.04	760051.0	26.0	1.001	382916.0	382916.0	99.173	0.0	0.0	0.18	0.04	1349165.0	20.0	1.001	382933.0	382933.0	99.174	0.0	0.0	0.18	0.04	1349165.0	20.0	1.001	504128.0	504128.0	99.229	0.0	1.0	0.48	0.04	761565.0	23.0	1.004	268015.0	268015.0	98.857	0.0	0.0	0.33	0.0	758790.0	22.0	1.0
GCF022406795v1	411365.0	411365.0	99.384	0.0	0.0	0.18	0.11	562727.0	33.0	1.004	411365.0	411365.0	99.354	0.0	0.0	0.18	0.11	562727.0	33.0	1.005	411365.0	411365.0	99.382	0.0	0.0	0.18	0.11	562727.0	35.0	1.004	353947.0	353947.0	99.51	1.0	0.0	0.55	0.11	563386.0	32.0	1.009	206557.0	206557.0	98.75	0.0	0.0	0.11	0.07	562463.0	29.0	1.0
GCF022693165v1	100704.0	100704.0	98.51	0.0	0.0	0.1	0.0	362812.0	87.0	1.008	125253.0	125253.0	98.54	0.0	0.0	0.1	0.0	362812.0	76.0	1.005	125253.0	125253.0	98.488	0.0	0.0	0.03	0.0	362812.0	77.0	1.005	125253.0	125253.0	98.75	1.0	1.0	0.48	0.0	362812.0	71.0	1.006	171686.0	171686.0	98.145	0.0	0.0	0.7	0.14	410836.0	59.0	1.001
GCF022693245v1	58027.0	58027.0	98.184	4.0	0.0	0.9	0.66	153466.0	140.0	1.01	58027.0	58625.0	98.187	5.0	0.0	0.9	0.66	153466.0	136.0	1.009	58027.0	58625.0	98.202	5.0	0.0	0.83	0.66	153466.0	136.0	1.009	58625.0	59976.0	98.586	6.0	0.0	3.02	0.69	153466.0	134.0	1.01	112053.0	112180.0	97.935	0.0	0.0	1.33	1.43	423560.0	81.0	1.001
GCF022832835v1	67805.0	1041735.0	89.306	61.0	32.0	413.64	22.25	214292.0	21.0	1.005	71228.0	1041735.0	89.311	61.0	32.0	413.62	22.25	214292.0	20.0	1.005	72215.0	981753.0	89.293	61.0	32.0	413.45	22.25	214292.0	23.0	1.005	71228.0	1020062.0	89.541	62.0	32.0	413.88	22.25	214292.0	24.0	1.005	67734.0	874890.0	89.396	58.0	33.0	417.33	22.42	214292.0	44.0	1.003
GCF024363385v1	22109.0	22109.0	97.319	4.0	2.0	0.72	1.63	61380.0	242.0	1.005	29378.0	29954.0	97.345	4.0	3.0	0.94	1.7	92205.0	203.0	1.004	18949.0	20097.0	97.969	7.0	2.0	0.96	1.78	99347.0	336.0	1.013	29954.0	29954.0	97.301	4.0	3.0	0.72	1.74	92205.0	197.0	1.004	6993.0	7078.0	97.506	4.0	4.0	6.82	2.37	25940.0	627.0	1.012
GCF026547035v1	71874.0	71874.0	98.984	1.0	2.0	3.52	1.07	229274.0	85.0	1.004	104638.0	117478.0	99.024	1.0	2.0	3.52	1.07	337568.0	68.0	1.004	92161.0	104956.0	98.979	1.0	1.0	3.48	0.99	337568.0	70.0	1.005	117478.0	129109.0	99.209	2.0	1.0	3.58	0.99	337568.0	63.0	1.005	269449.0	269449.0	98.525	0.0	4.0	4.59	1.04	467038.0	36.0	1.001
GCF028596245v1	208842.0	208842.0	99.324	0.0	0.0	0.04	0.04	544440.0	31.0	1.001	524411.0	524411.0	99.347	0.0	0.0	0.04	0.04	1034960.0	25.0	1.002	385670.0	385670.0	99.43	0.0	0.0	0.04	0.04	1034960.0	26.0	1.001	524411.0	524411.0	99.388	0.0	0.0	0.18	0.04	1036124.0	24.0	1.005	209667.0	209667.0	98.781	0.0	0.0	0.33	0.11	542847.0	26.0	1.0
GCF030063985v1	512325.0	512325.0	98.939	0.0	0.0	0.39	0.21	1183110.0	47.0	1.003	512325.0	512325.0	99.061	0.0	0.0	0.39	0.21	1183110.0	40.0	1.004	512325.0	512325.0	99.093	0.0	0.0	0.25	0.21	1291769.0	44.0	1.004	512325.0	512325.0	99.492	0.0	0.0	1.2	0.35	1291646.0	45.0	1.006	846297.0	846297.0	98.763	0.0	2.0	0.93	0.25	1184079.0	28.0	1.0
GCF030064025v1	291447.0	325412.0	97.564	2.0	3.0	22.77	4.2	705159.0	22.0	1.001	291447.0	325412.0	97.564	2.0	3.0	22.77	4.2	705159.0	22.0	1.001	291205.0	325412.0	97.467	3.0	3.0	22.5	4.2	704208.0	21.0	1.001	291447.0	325412.0	97.677	3.0	3.0	22.81	4.19	705159.0	23.0	1.001	290245.0	323915.0	97.261	3.0	4.0	23.73	4.32	598483.0	18.0	1.0
GCF030064045v1	160501.0	160501.0	98.41	0.0	1.0	3.49	0.38	422593.0	41.0	1.001	224716.0	224716.0	98.604	0.0	1.0	3.48	0.38	595876.0	32.0	1.001	224716.0	224716.0	98.635	0.0	2.0	1.01	0.14	595876.0	31.0	1.001	268415.0	268415.0	98.806	0.0	1.0	5.44	0.48	486146.0	33.0	1.005	160824.0	160824.0	98.045	0.0	2.0	1.54	0.07	422157.0	45.0	1.001
GCF030262405v2	246903.0	246903.0	98.643	0.0	1.0	0.59	0.21	411979.0	38.0	1.003	246903.0	246903.0	98.657	0.0	2.0	0.66	0.21	609941.0	35.0	1.003	246903.0	246903.0	98.657	0.0	2.0	0.66	0.21	609941.0	36.0	1.003	246903.0	246903.0	98.955	0.0	2.0	1.2	0.31	610860.0	38.0	1.008	257368.0	257368.0	98.185	0.0	0.0	0.49	0.17	357985.0	32.0	1.0
GCF030408975v1	421258.0	421258.0	99.079	0.0	0.0	0.0	0.03	604921.0	65.0	1.011	421258.0	421258.0	99.108	0.0	0.0	0.0	0.03	622090.0	59.0	1.009	421258.0	421258.0	99.108	0.0	0.0	0.0	0.03	622090.0	59.0	1.01	421258.0	421258.0	99.067	1.0	0.0	5.26	0.03	606152.0	60.0	1.009	419418.0	419418.0	98.264	0.0	0.0	0.69	0.03	604753.0	56.0	1.001
GCF032765935v1	206341.0	221187.0	98.657	2.0	3.0	2.71	0.74	305471.0	39.0	1.0	206341.0	221187.0	98.653	3.0	4.0	9.51	1.67	538400.0	35.0	0.999	171591.0	171591.0	98.755	2.0	3.0	2.71	0.7	617531.0	35.0	1.0	200158.0	204506.0	98.796	3.0	3.0	10.0	1.7	299441.0	42.0	1.0	148728.0	224544.0	98.442	2.0	1.0	4.54	0.33	355183.0	31.0	1.0
GCF036492515v1	560785.0	560785.0	98.651	0.0	1.0	0.72	0.07	856998.0	38.0	1.0	560785.0	560785.0	98.733	0.0	1.0	0.72	0.07	856998.0	34.0	1.001	560785.0	560785.0	98.783	0.0	0.0	0.0	0.07	855470.0	37.0	1.001	543878.0	561287.0	98.954	1.0	1.0	3.44	0.07	799369.0	38.0	1.004	546308.0	546308.0	99.006	0.0	1.0	1.91	0.32	900647.0	13.0	1.0
GCF037076495v1	130304.0	130304.0	98.072	0.0	0.0	0.11	0.11	291756.0	65.0	1.004	156636.0	156636.0	98.097	0.0	0.0	0.11	0.11	291756.0	56.0	1.003	131623.0	131623.0	98.165	1.0	0.0	0.14	0.07	291448.0	63.0	1.005	156636.0	156636.0	98.251	3.0	0.0	1.91	0.32	292768.0	54.0	1.007	108123.0	108123.0	97.618	0.0	0.0	1.36	0.21	188273.0	116.0	1.003
GCF038024725v1	300717.0	300717.0	98.925	1.0	0.0	4.41	0.84	536465.0	42.0	1.003	300717.0	500574.0	98.934	2.0	0.0	4.69	0.84	536465.0	37.0	1.003	265412.0	424201.0	98.856	1.0	1.0	4.86	0.87	496429.0	53.0	1.004	294092.0	507175.0	98.923	1.0	0.0	8.18	0.98	536465.0	43.0	1.005	282837.0	282837.0	98.682	0.0	0.0	4.47	0.77	528713.0	36.0	1.001
GCF038024745v1	210127.0	312028.0	98.733	1.0	0.0	0.11	0.14	365350.0	35.0	1.002	250176.0	443640.0	98.733	1.0	0.0	0.11	0.14	539346.0	31.0	1.002	309958.0	310932.0	98.676	1.0	0.0	0.11	0.14	491173.0	27.0	1.002	249571.0	444596.0	98.9	1.0	0.0	0.18	0.14	539346.0	29.0	1.003	207007.0	207007.0	98.15	0.0	0.0	0.18	0.22	364102.0	29.0	1.0
GCF038024985v1	140296.0	140296.0	98.527	0.0	0.0	0.0	0.21	299517.0	59.0	1.002	140296.0	140296.0	98.536	1.0	0.0	0.0	0.21	312575.0	54.0	1.002	119281.0	119281.0	98.414	1.0	0.0	0.0	0.21	299152.0	65.0	1.003	141507.0	145542.0	99.015	2.0	0.0	4.11	0.39	387005.0	51.0	1.014	112541.0	112541.0	97.7	0.0	0.0	0.18	0.14	298936.0	51.0	1.001
GCF038025155v1	143839.0	143839.0	98.775	3.0	0.0	5.33	0.37	268360.0	85.0	1.009	143839.0	143839.0	98.703	3.0	0.0	5.36	0.37	268360.0	84.0	1.01	143839.0	143839.0	98.837	1.0	0.0	0.2	0.24	268360.0	91.0	1.009	178905.0	178905.0	98.873	4.0	0.0	12.16	0.47	309106.0	70.0	1.015	143726.0	143726.0	97.883	1.0	0.0	0.45	0.31	272693.0	80.0	1.001
GCF038427395v1	126826.0	126826.0	98.506	1.0	0.0	1.73	1.87	256004.0	57.0	1.004	140422.0	145197.0	98.523	1.0	0.0	1.73	1.87	256004.0	54.0	1.003	145304.0	145304.0	98.502	0.0	0.0	2.08	1.83	256004.0	61.0	1.003	140422.0	145197.0	99.065	1.0	0.0	1.54	1.34	256004.0	58.0	1.006	124938.0	124938.0	97.304	1.0	1.0	1.55	0.56	255217.0	74.0	1.0
GCF038428225v1	222906.0	222906.0	98.897	0.0	1.0	0.11	0.42	419119.0	63.0	1.005	227814.0	227814.0	98.897	0.0	1.0	0.11	0.46	419119.0	58.0	1.005	227814.0	227814.0	98.904	0.0	1.0	0.07	0.46	452110.0	58.0	1.005	277675.0	277675.0	99.163	0.0	2.0	1.84	0.63	537734.0	58.0	1.012	153346.0	153632.0	97.858	0.0	0.0	2.0	0.46	267293.0	61.0	1.0
GCF038429035v1	139021.0	139021.0	98.412	0.0	1.0	0.87	0.3	298605.0	59.0	1.004	140688.0	140688.0	98.521	0.0	1.0	0.87	0.3	298605.0	53.0	1.002	156328.0	156328.0	98.42	0.0	1.0	0.87	0.3	321382.0	52.0	1.003	132190.0	132190.0	98.576	0.0	1.0	1.67	0.4	298605.0	58.0	1.005	114043.0	114043.0	97.546	0.0	0.0	1.16	0.34	226580.0	64.0	1.0
GCF038429905v1	126513.0	126513.0	98.143	1.0	0.0	0.32	0.14	450503.0	53.0	1.003	168009.0	168009.0	98.169	1.0	0.0	0.32	0.14	450503.0	47.0	1.002	168009.0	168009.0	98.118	0.0	0.0	0.21	0.14	450503.0	50.0	1.003	149210.0	149210.0	98.354	1.0	0.0	1.34	0.14	450503.0	55.0	1.006	147659.0	147659.0	97.529	0.0	0.0	1.25	0.39	450417.0	60.0	1.0
GCF038430005v1	333362.0	333362.0	99.002	0.0	0.0	0.0	0.04	685979.0	32.0	1.001	440260.0	454283.0	99.084	3.0	0.0	0.0	0.04	686176.0	25.0	1.001	440260.0	454283.0	99.084	3.0	0.0	0.0	0.04	686176.0	25.0	1.001	399473.0	399473.0	99.307	2.0	0.0	0.6	0.11	686171.0	24.0	1.002	284599.0	284599.0	98.572	0.0	0.0	2.33	0.29	684208.0	33.0	1.0
GCF038430115v1	202909.0	202909.0	98.639	0.0	0.0	0.07	0.11	609386.0	39.0	1.001	290296.0	290296.0	98.658	0.0	0.0	0.07	0.18	609386.0	36.0	1.001	276627.0	276627.0	98.546	0.0	0.0	0.07	0.18	609386.0	40.0	1.002	203101.0	203101.0	98.81	0.0	0.0	0.6	0.14	609386.0	39.0	1.004	193052.0	193052.0	98.135	0.0	1.0	1.67	0.5	355466.0	41.0	1.0
GCF038788575v1	183683.0	183683.0	98.438	0.0	0.0	0.39	0.18	358333.0	40.0	1.002	183683.0	183683.0	98.438	0.0	0.0	0.39	0.18	358333.0	40.0	1.002	183683.0	183683.0	98.438	0.0	0.0	0.39	0.18	358333.0	40.0	1.002	183683.0	183683.0	98.672	1.0	0.0	1.16	0.18	358855.0	40.0	1.003	153351.0	153351.0	98.333	0.0	0.0	0.32	0.07	320406.0	44.0	1.001
GCF039830175v1	245424.0	245424.0	99.05	1.0	0.0	0.29	0.36	443684.0	29.0	1.001	265118.0	265118.0	99.05	1.0	0.0	0.32	0.32	443751.0	28.0	1.001	284402.0	284402.0	99.057	1.0	0.0	0.32	0.32	325622.0	28.0	1.001	245424.0	245424.0	99.23	1.0	0.0	0.68	0.32	444574.0	32.0	1.002	243931.0	243931.0	98.499	1.0	1.0	1.78	0.18	442868.0	30.0	1.0
GCF041714675v1	319085.0	319085.0	98.719	0.0	2.0	1.44	0.26	603864.0	33.0	1.004	319085.0	319085.0	98.719	0.0	2.0	1.44	0.26	603864.0	33.0	1.004	319085.0	319085.0	98.779	0.0	1.0	1.44	0.26	603864.0	36.0	1.005	266513.0	301171.0	98.84	1.0	2.0	1.81	0.18	445078.0	38.0	1.005	232895.0	232895.0	98.158	0.0	1.0	1.98	0.22	337136.0	40.0	1.0
GCF041733125v1	187853.0	187853.0	99.086	0.0	0.0	0.04	0.18	380393.0	31.0	1.002	326214.0	326214.0	99.121	0.0	0.0	0.04	0.18	406963.0	26.0	1.001	326214.0	326214.0	99.121	0.0	0.0	0.04	0.18	406963.0	26.0	1.001	327784.0	327784.0	99.382	0.0	0.0	0.11	0.18	417255.0	29.0	1.004	187397.0	187397.0	98.661	0.0	2.0	1.16	0.18	399043.0	30.0	1.0
GCF045346525v1	315588.0	315588.0	98.147	0.0	0.0	4.98	1.47	737803.0	20.0	1.001	315588.0	315588.0	98.175	0.0	0.0	4.98	1.47	737803.0	18.0	1.001	245947.0	312816.0	98.159	1.0	0.0	4.98	1.47	510590.0	24.0	1.001	313140.0	313140.0	98.206	0.0	0.0	4.97	1.47	511684.0	20.0	1.002	313139.0	313139.0	98.104	0.0	0.0	4.81	1.44	737803.0	16.0	1.0
GCF045346765v1	198770.0	225497.0	97.914	2.0	0.0	12.03	5.25	327906.0	57.0	1.004	226336.0	245967.0	97.934	2.0	0.0	12.0	5.21	553274.0	50.0	1.004	184568.0	184568.0	97.894	2.0	0.0	11.92	5.24	280033.0	57.0	1.005	226336.0	245967.0	97.881	2.0	0.0	12.94	5.36	558642.0	37.0	1.002	171473.0	171473.0	97.682	0.0	0.0	12.35	4.82	423362.0	37.0	1.001
